X,Y,OBJECTID,LRSDate,RouteIdentifier,Location,DirectionOfTravel,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,AADT,AccumulatedRouteMile,GlobalID,ReportingYear
-13679387.5852178,5797507.06994189,5769,2022/12/31 08:00:00+00,005R303748,"R3 RAMP (S503666 T0 R203748)  AFTER MILEPOST 0.00: S503666 INTERSECTION; BEGIN ROUTE",West,005,R3,03748,,,,1800,0.170000002,{69239F85-69E2-4134-8B0F-6D398B6D3BE9},2022
-13451101.7230393,5752047.20091962,5770,2022/12/31 08:00:00+00,142,AT MILEPOST 33.77: RIGHT MISCELLANEOUS FEATURE SGN ENT GOLDENDALE,Bothways,142,,,,,,2100,33.7200012,{F3F547CD-5485-4DD1-846A-6B50C37A8147},2022
-13040139.6814024,6015857.67425065,5771,2022/12/31 08:00:00+00,027,NORTH OF MILEPOST 68.95: SR 278-EMMA ST INTERSECTION,Bothways,027,,,4.42000008,2.73000002,1.02999997,4800,71.2600021,{610351C2-E41F-41A8-A75A-DDF09BC26F5E},2022
-13682326.0787904,5817437.50538857,5772,2022/12/31 08:00:00+00,411,AT MILEPOST 7.97: PERMANENT RECORDER S819,Bothways,411,,,3.80999994,1.13999999,0.109999999,3800,7.96999979,{4A7787B5-32B9-4072-9542-CB0ADE430433},2022
-13450637.0211959,5731467.87162158,5773,2022/12/31 08:00:00+00,014,NORTHWEST OF MILEPOST 100.66: SR 14 SPMARYHL (SPUR) INTERSECTION,Bothways,014,,,6.76999998,13.1499996,1.74000001,520,100.559998,{B16BF7CC-555A-4A29-BBDC-4C4694734C41},2022
-13647728.3906681,5724230.79406958,5774,2022/12/31 08:00:00+00,500Q100333,Q1 RAMP (NE ANDRESEN RD TO SR 500)  AFTER MILEPOST 0.07: LX00310 WYE CONNECTION,Northeast,500,Q1,00333,,,,9100,0.100000001,{D3572803-99F3-42EF-87A4-6AA7CA6BACE8},2022
-13646765.6773264,5959018.19345165,5775,2022/12/31 08:00:00+00,005CD12139,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.55: R512084 OFF RAMP,West,005,CD,12139,,,,2900,0.629999995,{B5FBFD50-0B04-4D81-A6F1-53EBB1918BA0},2022
-13654699.3364405,5723924.51072089,5776,2022/12/31 08:00:00+00,005S100198,S1 RAMP (39TH ST TO SR 5 SB)  AFTER MILEPOST 0.18: SR 500 WB END INTERSECTION,South,005,S1,00198,,,,22000,0.219999999,{155831F3-A771-488E-8655-2F80BF54CB4E},2022
-13635301.5819749,6238090.42906999,5777,2022/12/31 08:00:00+00,005S525609,"S5 RAMP (FD25621 TO SR 5 SB)  AFTER MILEPOST 0.00: FD25621 INTERSECTION; BEGIN ROUTE",East,005,S5,25609,,,,10000,0.0500000007,{F9CE0A0A-4C8F-4722-A88B-E99CE8E5AFF6},2022
-13782907.5008774,5937851.64275898,5778,2022/12/31 08:00:00+00,101COABERDN,SOUTHEAST OF MILEPOST 91.51: S H ST INTERSECTION,Southeast,101,CO,ABERDN,,,,8400,4.03000021,{D2C47C1F-C0F0-4E34-B0EE-7720888AB87E},2022
-13707949.5546262,6008680.53482137,5779,2022/12/31 08:00:00+00,101,NORTH OF MILEPOST 331.74: SR 119-LK CUSHMAN RD INTERSECTION,Bothways,101,,,,,,4400,330.76001,{59C93348-BA1B-43B1-9200-C9C79B84E2CE},2022
-13339412.0549725,5958568.36437493,5780,2022/12/31 08:00:00+00,090Q515200,"Q5 RAMP (SR 281 SPUR TO SR 90 EB)  AFTER MILEPOST 0.00: INCREASING MISCELLANEOUS FEATURE LX15173 BEHIND; BEGIN ROUTE",West,090,Q5,15200,7.01999998,12.9300003,3.67000008,1500,0.109999999,{8D21EB32-BDC0-44FE-91C0-DDB6E90B0D61},2022
-13030074.676311,6056396.74054367,5781,2022/12/31 08:00:00+00,090S129880,"S1 RAMP (SPOKAN BR RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX29950-SPOKANE BR RD INTERSECTION; BEGIN ROUTE",Southwest,090,S1,29880,3.22000003,1.25,0.239999995,3300,0.140000001,{AF69DBFD-80D3-4EFA-8C31-1277E16B76A9},2022
-13391682.3875246,6018755.21835069,5782,2022/12/31 08:00:00+00,028,"SOUTH OF MILEPOST 0.00B: EASTMONT AVE, SR 2 INTERSECTION; BEGIN ROUTE",Bothways,028,,,4.57000017,3.97000003,0.879999995,16000,0.00999999978,{62526F87-0347-4684-ADA8-185CFD958871},2022
-13282253.3671202,5958566.43610074,5783,2022/12/31 08:00:00+00,171,"AT MILEPOST 0.00: SR 90 BRIDGE; BEGIN ROUTE",Bothways,171,,,3.3499999,1.30999994,0.180000007,9400,0,{414AE363-E7FF-4E56-8C63-90A9DA5692D3},2022
-13474854.7819223,5973231.53375458,5784,2022/12/31 08:00:00+00,090,SOUTHEAST OF MILEPOST 78.46: GOLF COURSE RD ON RAMP,Bothways,090,,,,,,34000,76.75,{CA28F521-C493-4463-A4DC-5451268157FB},2022
-13618207.2744958,6170588.92769519,5785,2022/12/31 08:00:00+00,005S122359,S1 RAMP (S MT VRNON RD TO SR 5 SB)  AFTER MILEPOST 0.01: LX22395 WYE CONNECTION,South,005,S1,22359,10.7600002,10.6700001,2.0999999,1100,0.0799999982,{EE552F5D-8F42-4752-8D37-98470BF6E9EE},2022
-13383724.0707486,6045176.25930838,5786,2022/12/31 08:00:00+00,097,NORTH OF MILEPOST 213.36: SR 97SPORONDO (SPUR) INTERSECTION,Bothways,097,,,6.26000023,6.73999977,1.07000005,5900,198.429993,{9B2DA7C4-7B6C-47BC-8DCB-CA385F63E47A},2022
-13620065.8679913,6199996.90896957,5787,2022/12/31 08:00:00+00,005S123606,"S1 RAMP (BOW HILL RD TO SR 5 SB)  AFTER MILEPOST 0.00: LX23639-BOW HILL RD INTERSECTION; BEGIN ROUTE",South,005,S1,23606,3.20000005,0.579999983,0.0299999993,3300,0.0700000003,{BE46AF1A-CCC0-4908-A549-4D437E3E5F87},2022
-13104016.1237532,6141591.38246568,5788,2022/12/31 08:00:00+00,395,NORTH OF MILEPOST 202.43: SR 231 INTERSECTION,Bothways,395,,,,,,8400,207.199997,{6BE86ED2-F608-4590-8668-2DE32A7CA7FA},2022
-13616838.7886935,6159159.30268665,5789,2022/12/31 08:00:00+00,005,NORTHWEST OF MILEPOST 219.05: STARBIRD RD ON RAMP,Bothways,005,,,,,,64000,219.029999,{7A212A03-F083-4ED5-AC1B-93AF73069656},2022
-13656932.7807796,6058548.34459534,5790,2022/12/31 08:00:00+00,003,NORTH OF MILEPOST 49.01: SR 308 ON RAMP,Bothways,003,,,,,,43000,48.9700012,{4D2881B3-6865-4B87-96A4-13705B7F4493},2022
-13617884.6993057,6029628.7400387,5791,2022/12/31 08:00:00+00,099,"SOUTHEAST OF MILEPOST 26.01: S KENYON*TO TRANSFER STA OFF RAMP; HOLDEN ST WYE CONNECTION",Bothways,099,,,,,,28000,19.8199997,{BA7F1866-0E79-4455-A8CC-F793FE68C579},2022
-13611054.0356402,6013550.09747419,5792,2022/12/31 08:00:00+00,005R115272,"R1 RAMP (SR 5 SB TO S 188TH ST)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",South,005,R1,15272,,,,11000,0.129999995,{BACB9EB2-E3AE-4AC0-A9E8-22DBE8327DDD},2022
-13643535.240435,6246343.93767925,5793,2022/12/31 08:00:00+00,005,AT MILEPOST 261.33: PERMANENT RECORDER P04,Bothways,005,,,2.75999999,4.36000013,0.419999987,48000,261.309998,{5D9D5364-08D9-4C36-954B-2A049C1C27EE},2022
-13644689.493921,5725378.70364667,5794,2022/12/31 08:00:00+00,205R503083,"R5 RAMP (CD03165 TO SR 500 EB)  AFTER MILEPOST 0.00: CD03165 INTERSECTION; BEGIN ROUTE",Northeast,205,R5,03083,,,,5000,0.180000007,{857F99CA-2443-473C-BD59-2DC2587F4C94},2022
-13608735.3294022,6007242.3926916,5795,2022/12/31 08:00:00+00,181,NORTH OF MILEPOST 6.70: S 228TH ST INTERSECTION,Bothways,181,,,5.51999998,3.41000009,0.0399999991,29000,1.38999999,{BA8A8485-A5D8-4F88-9030-F557FF621A7B},2022
-13825676.9620822,5976385.51989295,5796,2022/12/31 08:00:00+00,109,"NORTH OF MILEPOST 29.41: MAIN ST, OCEAN BEACH RD INTERSECTION",Bothways,109,,,,,,2100,29.4599991,{86A61507-E0C0-4450-9076-425A6161532F},2022
-13601173.696593,6066786.01481112,5797,2022/12/31 08:00:00+00,522CI01071,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.44: SR 405 Q502388 OFF RAMP,East,522,CI,01071,,,,12000,0.50999999,{FD7B6D6E-E5F4-4DB2-A2B9-37334644EE4F},2022
-13599216.4288507,6066808.00785421,5798,2022/12/31 08:00:00+00,522LX01206,"LATERAL CROSSING (132ND AVE NE)  SOUTH OF MILEPOST 0.02: S101188 OFF RAMP; R101231 ON RAMP",Bothways,522,LX,01206,2.99000001,0.860000014,0.0500000007,28000,0.0299999993,{45E732B9-573D-4E4A-AC7A-8B01565501B3},2022
-13064846.5632653,6251235.79074911,5799,2022/12/31 08:00:00+00,031,AT MILEPOST 14.82: SULLIVAN CREEK BRIDGE,Bothways,031,,,8.76000023,2.74000001,0.330000013,910,14.8199997,{3B78945C-94A7-475D-A58E-A5E5D876F5F9},2022
-13417492.6137395,5880893.42876084,5800,2022/12/31 08:00:00+00,012,AT MILEPOST 201.56: N 16TH AVE UNDERCROSSING,Bothways,012,,,,,,28000,201.289993,{ECBACBA9-7179-490B-99BE-78A8F2F82DC9},2022
-13597004.6713032,5969448.49778012,5801,2022/12/31 08:00:00+00,410,EAST OF MILEPOST 15.60: 214TH AVE E INTERSECTION,Bothways,410,,,,,,22000,6.76999998,{5463609A-3183-42A3-9BDC-382CE4839D98},2022
-13102802.5126522,6032364.2682047,5802,2022/12/31 08:00:00+00,902,SOUTH OF MILEPOST 4.06: SIMPSON LOOP INTERSECTION,Bothways,902,,,,,,1900,4.05000019,{FE141065-6896-4A46-B49B-DD9166F14F45},2022
-13614691.6475192,5989408.27028198,5803,2022/12/31 08:00:00+00,005P114164,"P1 RAMP (SR 5 NB TO SR 18 EB)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",Northeast,005,P1,14164,,,,24000,0.419999987,{910E7E74-01E3-45C2-923C-A10B9484FDA4},2022
-13064369.4609332,6051909.4843978,5804,2022/12/31 08:00:00+00,290,NORTHWEST OF MILEPOST 2.60: FREYA WAY INTERSECTION,Bothways,290,,,,,,7500,2.53999996,{963EB291-CB19-41FC-8D6D-4A5427813015},2022
-13789387.3090235,5819186.36974008,5805,2022/12/31 08:00:00+00,401,AT MILEPOST 0.15: PERMANENT RECORDER S841NE,Bothways,401,,,6.19000006,3.47000003,0.280000001,2800,0.150000006,{FD269A68-9296-4566-BF1C-1105729C1ADD},2022
-13580025.6461835,5975528.50466427,5806,2022/12/31 08:00:00+00,169,"NORTHWEST OF MILEPOST 0.00: SR 164 INTERSECTION; BEGIN ROUTE",Bothways,169,,,4.80999994,2.24000001,0.479999989,8100,0.00999999978,{1136FF79-22D2-4852-825B-86609C43A55E},2022
-13600427.2294027,6037366.59773929,5807,2022/12/31 08:00:00+00,405HI01093,"NORTH OF MILEPOST 0.00: SR 405 NB INTERSECTION; BEGIN ROUTE",North,405,HI,01093,5.82999992,0.529999971,0,9900,0.189999998,{CBB48291-713A-4855-BB0D-B0407B2ED627},2022
-13597078.4837971,6088740.63906247,5808,2022/12/31 08:00:00+00,096,SOUTHEAST OF MILEPOST 4.80: E LOWELL-LARIMER RD WYE CONNECTION,Bothways,096,,,,,,7800,4.78999996,{33FF6A2A-16E7-42BB-8437-2AA63EA419BB},2022
-13617499.2682116,6017234.67598863,5809,2022/12/31 08:00:00+00,509Q502507,Q5 RAMP (S 160TH ST TO SR 509 NB)  AFTER MILEPOST 0.08: S 160TH ST WYE CONNECTION,West,509,Q5,02507,,,,5900,0.159999996,{51C7BD5D-A89C-4807-B284-8C3AB80547D9},2022
-13400563.3061003,5916566.57061782,5810,2022/12/31 08:00:00+00,082P101134,"P1 RAMP (SR 82 EB TO MILITARY RD)  AFTER MILEPOST 0.00: SR 82 EB INTERSECTION; BEGIN ROUTE",Southeast,082,P1,01134,7.13999987,29.7600002,5.94999981,80,0.25,{5AB220CA-CF2A-4F73-9480-35CCD17E26E0},2022
-13662791.6989927,6273038.98644853,5811,2022/12/31 08:00:00+00,543,NORTH OF MILEPOST 0.20: SR 5 ON RAMP,Bothways,543,,,4.53000021,30.0200005,3.70000005,9200,0.209999993,{C2E08846-2B02-4880-9741-E330836040CB},2022
-13643804.426087,5717533.41699983,5812,2022/12/31 08:00:00+00,014,WEST OF MILEPOST 5.43: WBCD LANE ON RAMP,Bothways,014,,,,,,55000,5.42999983,{F9279822-6E08-46A9-9DD0-A17A79BD0B5B},2022
-13648517.0360109,5932586.84912601,5813,2022/12/31 08:00:00+00,507,"SOUTHEAST OF MILEPOST 28.24: FIRST ST, SR 510 INTERSECTION",Bothways,507,,,,,,10000,28.5499992,{CD819A07-5C68-40B6-BEE9-DA394EFCCF75},2022
-13248204.4008446,5814237.65640297,5814,2022/12/31 08:00:00+00,124,NORTHWEST OF MILEPOST 0.20: HOOD PARK RD INTERSECTION,Bothways,124,,,4.78999996,5.05999994,1.25,6600,0.209999993,{80ABB3C0-9613-4D45-BCB9-C35A1AD8C66F},2022
-13655663.2462365,6033516.87731559,5815,2022/12/31 08:00:00+00,003P103703,"P1 RAMP (SR 3 NB TO LOXIE EAGANS)  AFTER MILEPOST 0.00: SR 3 NB INTERSECTION; BEGIN ROUTE",North,003,P1,03703,,,,5200,0.219999999,{D1577D63-B34D-438A-9E6B-AB511F63F4B6},2022
-13606079.1054557,6192203.39867288,5816,2022/12/31 08:00:00+00,020,"EAST OF MILEPOST 66.08: SR 9, TOWNSHIP ST INTERSECTION",Bothways,020,,,4.8499999,1.83000004,0.389999986,13000,65.6500015,{C8422391-8E08-4A93-AEF3-4C5A8A45CA94},2022
-13297277.3110621,5959160.82219594,5817,2022/12/31 08:00:00+00,090S116918,"S1 RAMP (HIAWATHA RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX16967-HIAWATHA RD INTERSECTION; BEGIN ROUTE",Southwest,090,S1,16918,14.21,14.21,6.32000017,190,0.100000001,{0DDF4A2A-EE58-4900-B83E-9606D3065D6E},2022
-13679122.6715491,6012640.97716231,5818,2022/12/31 08:00:00+00,300,"AT MILEPOST 0.00: RIGHT MISCELLANEOUS FEATURE BELFAIR STATE PK BNDRY; BEGIN ROUTE",Bothways,300,,,5.42999983,1.07000005,0.100000001,5900,0,{8F574CAC-A45F-4C96-B994-24D8A3E39369},2022
-13601812.6791073,6034199.55166687,5819,2022/12/31 08:00:00+00,405,NORTH OF MILEPOST 9.59: LAKE WASHINGTON BLVD SE ON RAMP,Bothways,405,,,,,,152000,9.56999969,{57F733B0-C3BF-45BE-BFAB-B17B1F4343EE},2022
-13609777.7785493,6082039.13185428,5820,2022/12/31 08:00:00+00,005S518340,"S5 RAMP (164TH ST SW TO S118340)  AFTER MILEPOST 0.00: LX18390-164TH ST SW INTERSECTION; BEGIN ROUTE",Northeast,005,S5,18340,,,,10000,0.0799999982,{5DDD7062-E99D-456B-AF7F-45A9365088C9},2022
-13629391.4244903,5958321.2376004,5821,2022/12/31 08:00:00+00,007,NORTH OF MILEPOST 48.48: 174TH ST S INTERSECTION,Bothways,007,,,,,,28000,48.4700012,{26400532-F4A0-48CC-A80F-0A571AB918B4},2022
-13602171.1489607,6033292.95793232,5822,2022/12/31 08:00:00+00,405P100898,"P1 RAMP (SR 405 NB TO LK WA BLVD)  AFTER MILEPOST 0.00: SR 405 NB INTERSECTION; BEGIN ROUTE",Northeast,405,P1,00898,,,,720,0.219999999,{16CB1A91-B64E-4F5C-AE83-9F872D5583E6},2022
-13834044.0823225,6030785.39176719,5823,2022/12/31 08:00:00+00,101,WEST OF MILEPOST 146.98: CLEARWATER RD INTERSECTION,Bothways,101,,,,,,1100,146.570007,{BAA6560D-30D6-47ED-8356-F588AFA57C0A},2022
-13259663.4250772,5820262.35919009,5824,2022/12/31 08:00:00+00,182CI01175,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.97: Q501271 ON RAMP,East,182,CI,01175,,,,15000,1.12,{9F449030-3316-44BB-8E38-B58623B1DA42},2022
-13632155.5985864,5975936.80076048,5825,2022/12/31 08:00:00+00,005Q113096,"Q1 RAMP (S 56TH ST TO CI13031)  AFTER MILEPOST 0.00: LX13069-S 56TH ST INTERSECTION; BEGIN ROUTE",Northwest,005,Q1,13096,,,,3100,0.0599999987,{03CE28F1-15E0-4C48-91E3-3934921F3B97},2022
-13039365.9809019,6051256.32121738,5826,2022/12/31 08:00:00+00,090R129529,"R1 RAMP (SR 90 WB TO APPLEWAY AVE)  AFTER MILEPOST 0.00: SR 90 WB INTERSECTION; BEGIN ROUTE",Southwest,090,R1,29529,4.63000011,2.69000006,0.219999999,1900,0.460000008,{2A866F42-8DCD-4574-AA2D-B35CE53CA585},2022
-13638389.7960632,5989694.5400323,5827,2022/12/31 08:00:00+00,163,NORTH OF MILEPOST 2.33: N 46TH ST INTERSECTION,Bothways,163,,,,,,9100,2.33999991,{8063A506-0D50-4909-9E35-9AD7356F4897},2022
-13323259.0753061,6076242.25185409,5828,2022/12/31 08:00:00+00,172,EAST OF MILEPOST 19.87: C NE RD INTERSECTION,Bothways,172,,,8.56999969,1.20000005,0.200000003,500,19.7800007,{784530A6-2139-40DD-8EED-8BC5BB998ECC},2022
-13691956.905977,5949898.86286344,5829,2022/12/31 08:00:00+00,101Q536279,"Q5 RAMP (2ND AVE SW TO SR 101 SB)  AFTER MILEPOST 0.00: LX36259-2ND AVE SW INTERSECTION; BEGIN ROUTE",Northeast,101,Q5,36279,,,,660,0.0700000003,{A6A26495-25AA-4EDD-8060-DDBB19D00EBC},2022
-13594490.2470605,6000653.23430849,5830,2022/12/31 08:00:00+00,018,AT MILEPOST 11.39: SR 516 BRIDGE,Bothways,018,,,,,,29000,11.9200001,{3B443314-189D-462D-AE79-1FA10E3806EF},2022
-13535324.905966,6188527.28838282,5831,2022/12/31 08:00:00+00,020,EAST OF MILEPOST 97.69: SR 530-E SAUK RD INTERSECTION,Bothways,020,,,4.63999987,1.95000005,0.239999995,2500,97.2200012,{AAE4D85E-4719-411B-9A95-7A858433461C},2022
-13213713.2052162,6066638.46100548,5832,2022/12/31 08:00:00+00,002,AT MILEPOST 221.95: GOOSE CREEK BRIDGE,Bothways,002,,,5.19999981,5.92000008,0.639999986,3600,213.869995,{2BF8ACEE-B333-428D-81D4-2D04FA189BAA},2022
-13586976.7323412,6000705.08599022,5833,2022/12/31 08:00:00+00,516,WEST OF MILEPOST 14.63: 216TH AVE SE INTERSECTION,Bothways,516,,,,,,21000,14.8900003,{459C256E-5C3C-4E96-8414-149E5425A361},2022
-13349456.4503421,6085795.5144332,5834,2022/12/31 08:00:00+00,097,NORTH OF MILEPOST 240.19: SR 97AR (ALTERNATE) WYE CONNECTION,Bothways,097,,,5.07000017,7.36999989,4.61000013,4800,225.259995,{FC1B3B72-9C69-4BA9-A8B7-6AF4C1DA164A},2022
-13534019.6268255,5890867.87305678,5835,2022/12/31 08:00:00+00,012,SOUTHEAST OF MILEPOST 138.59: SR 123 WYE CONNECTION,Bothways,012,,,6.48000002,10,1.90999997,2400,138.350006,{61965586-8018-4B54-AADC-1A2405C6AAB1},2022
-13613986.699712,5989903.70566261,5836,2022/12/31 08:00:00+00,005S114130,S1 RAMP (SR 18 WB TO SR 5 SB)  AFTER MILEPOST 0.30: S214130 ON RAMP,Southwest,005,S1,14130,,,,37000,0.360000014,{1B59B41E-2FB2-4AEC-A034-F88356B095D0},2022
-13532072.4750546,5736082.93947192,5837,2022/12/31 08:00:00+00,014,EAST OF MILEPOST 61.44: FISH HATCHERY ENTRANCE/EXIT,Bothways,014,,,,,,3800,61.3600006,{3513E082-3FE6-4DD2-B967-788A74809705},2022
-13777513.215489,5934105.84508114,5838,2022/12/31 08:00:00+00,101,"SOUTHEAST OF MILEPOST 80.60: BLUE SLOUGH RD, E SECOND ST INTERSECTION",Bothways,101,,,,,,2800,80.3199997,{CF131022-7AB8-4F7B-9282-49E6E48FAE71},2022
-13596305.9273756,6103251.31475731,5839,2022/12/31 08:00:00+00,204,NORTH OF MILEPOST 0.00: HEWITT AVE INTERSECTION,Bothways,204,,,4.69000006,0.660000026,0.00999999978,7700,0.0399999991,{57942B99-7EA7-46B2-A2FB-1E72FFC2B5FF},2022
-13680880.1930227,5803569.13744778,5840,2022/12/31 08:00:00+00,005LX03988,"LATERAL CROSSING (ALLEN ST)  AT MILEPOST 0.00: SR 5 NB UNDERCROSSING; BEGIN ROUTE",Bothways,005,LX,03988,,,,16000,0,{EB2EF2A1-A026-44F4-A13E-6057971A1AC6},2022
-13278249.3847021,5963362.65390824,5841,2022/12/31 08:00:00+00,171,SOUTHEAST OF MILEPOST 2.74: ASH ST INTERSECTION,Bothways,171,,,,,,22000,2.70000005,{46C766F9-4940-45E9-8A62-604D969C6533},2022
-13688179.0572479,5925150.56516569,5842,2022/12/31 08:00:00+00,005LX09521,LATERAL CROSSING (MAYTOWN RD SW)  EAST OF MILEPOST 0.02: R509535 WYE CONNECTION,Bothways,005,LX,09521,5.19000006,3.52999997,0.430000007,3900,0.0299999993,{CB9D772D-9323-4F09-A7C3-EDAD9AED3DD2},2022
-13682575.2235784,5942204.29270533,5843,2022/12/31 08:00:00+00,005S510247,S5 RAMP (TROSPER RD TO SR 5 SB)  AFTER MILEPOST 0.02: LX10279 WYE CONNECTION,Southeast,005,S5,10247,,,,3400,0.109999999,{FBF280FD-9979-4869-ACC6-47573E2FC377},2022
-13651934.1291909,5719528.14999458,5844,2022/12/31 08:00:00+00,014R100192,"R1 RAMP (SR 14 WB TO COL HOUSE BV)  AFTER MILEPOST 0.00: SR 14 WB INTERSECTION; BEGIN ROUTE",Northwest,014,R1,00192,,,,4600,0.159999996,{F03E8F95-D08C-430D-9FF0-04897F6C1E90},2022
-13643376.8478036,5987870.38964351,5845,2022/12/31 08:00:00+00,016,AT MILEPOST 8.77: 24TH ST NW UNDERCROSSING,Bothways,016,,,,,,70000,6.69000006,{FF29073B-7C01-4770-9AB9-207EA9221555},2022
-13250839.3222355,5805485.9096263,5846,2022/12/31 08:00:00+00,397,NORTHWEST OF MILEPOST 12.35: FINLEY RD WYE CONNECTION,Bothways,397,,,10.1700001,3.53999996,0.0900000036,3400,12.3599997,{6380E2F8-89A0-4750-88B1-A09AA6BED734},2022
-13703233.4096047,5977248.15056815,5847,2022/12/31 08:00:00+00,003,"EAST OF MILEPOST 2.93: FRONT ST, PINE ST INTERSECTION",Bothways,003,,,3.94000006,2.06999993,0.100000001,11000,2.94000006,{F990C37E-F63F-4BAB-BD65-D93E2606BA8E},2022
-13655805.3964071,6049893.68015103,5848,2022/12/31 08:00:00+00,303R100787,"R1 RAMP (SR 303 EB TO LX00766)  AFTER MILEPOST 0.00: SR 303 EB INTERSECTION; BEGIN ROUTE",Southeast,303,R1,00787,,,,6900,0.159999996,{BAFAB39E-E568-444D-B973-AA042213D1C6},2022
-13617710.0534263,6065963.48617824,5849,2022/12/31 08:00:00+00,005P117579,"P1 RAMP (SR 5 NB TO NE 175TH ST)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,P1,17579,,,,9300,0.180000007,{233D8F06-58EA-4865-8819-A7433D9E6EE0},2022
-13672748.1270656,5776971.20804573,5850,2022/12/31 08:00:00+00,005S102722,"S1 RAMP (TODD RD TO SR 5 SB)  AFTER MILEPOST 0.00: LX02770-TODD RD INTERSECTION; BEGIN ROUTE",Southeast,005,S1,02722,5.44999981,5.57999992,0.610000014,2300,0.100000001,{B6E6EF65-9D44-47FD-B948-58C63174A226},2022
-13601667.8417954,6103440.58531211,5851,2022/12/31 08:00:00+00,005P119360,P1 RAMP (SR 5 NB TO SR 2 EB)  AFTER MILEPOST 0.40: R219438 ON RAMP,Southeast,005,P1,19360,,,,31000,0.409999996,{7BF3FF0F-9CAD-4002-B195-7648B0F12CBB},2022
-13646681.8243532,5931183.96164294,5852,2022/12/31 08:00:00+00,507,"WEST OF MILEPOST 29.24: BALD HILLS RD, CREEK ST INTERSECTION",Bothways,507,,,,,,18000,29.5499992,{C0082A84-3F50-492D-82C7-AEA59ACF9891},2022
-13832984.5361314,6077900.20348015,5853,2022/12/31 08:00:00+00,101,SOUTH OF MILEPOST 178.49: UPPER HOH RD INTERSECTION,Bothways,101,,,,,,1500,177.889999,{E96637F5-AD48-47CF-B94B-A404BC493CA8},2022
-13602377.9824851,5903507.79754385,5854,2022/12/31 08:00:00+00,007,NORTHWEST OF MILEPOST 16.82: SR 706 INTERSECTION,Bothways,007,,,5.1500001,3.1099999,0.589999974,4900,16.8299999,{CDF6F8B8-448F-48CE-9B5F-80B6F47555EC},2022
-13697169.2321677,5840297.49510777,5855,2022/12/31 08:00:00+00,506,"NORTH OF MILEPOST 0.00: SECOND ST INTERSECTION; BEGIN ROUTE",Bothways,506,,,4.05999994,1.11000001,0.370000005,270,0.00999999978,{24BD568C-E47D-4778-BB1E-249DB9F91E2A},2022
-13636206.9117257,6238207.33180112,5856,2022/12/31 08:00:00+00,005,WEST OF MILEPOST 256.67: SR 539 ON RAMP,Bothways,005,,,,,,57000,256.660004,{98A79890-2775-4773-9441-BB365FE21691},2022
-13549593.134532,6018546.1579671,5857,2022/12/31 08:00:00+00,090S103419,"S1 RAMP (468TH AVE SE TO SR 90 WB)  AFTER MILEPOST 0.00: LX03467-468TH AVE SE INTERSECTION; BEGIN ROUTE",West,090,S1,03419,5.36999989,23.2600002,1.86000001,2500,0.0900000036,{4BBBF77C-E27F-4A74-88A6-A68115657D6F},2022
-13211510.5201076,6109111.24297597,5858,2022/12/31 08:00:00+00,021,NORTHWEST OF MILEPOST 111.73: MANILA CREEK RD INTERSECTION,Bothways,021,,,7.96999979,2.56999993,0,390,111.690002,{6FB67BFF-E600-45E5-B651-F28E7BBCFBE2},2022
-13295661.5744943,6263910.57896738,5859,2022/12/31 08:00:00+00,097,NORTH OF MILEPOST 331.72: 11TH AVE INTERSECTION,Bothways,097,,,3.26999998,3.21000004,0.720000029,5200,316.769989,{4860AC4D-AE63-42F9-BDB5-E85CE0F7FA5D},2022
-13612153.9208585,6087382.58954646,5860,2022/12/31 08:00:00+00,525,NORTHWEST OF MILEPOST 3.56: BEVERLY PARK RD INTERSECTION,Bothways,525,,,,,,44000,3.74000001,{3CE96B96-AAEE-42B6-BD00-82BD8E921565},2022
-13603734.8413057,6019356.08459158,5861,2022/12/31 08:00:00+00,405,NORTHWEST OF MILEPOST 3.02: SR 167 NB ON RAMP,Bothways,405,,,,,,150000,3.02999997,{0E975A78-16C8-4271-B0E9-25C74501D478},2022
-13391456.8162867,6013361.32499455,5862,2022/12/31 08:00:00+00,028,"SOUTH OF MILEPOST 2.28B: 19TH ST NE, 19TH ST NW INTERSECTION",Bothways,028,,,,,,20000,2.28999996,{3D060154-D89C-4A32-BECD-5ED55A6FD07A},2022
-13617408.2754,6020974.04842336,5863,2022/12/31 08:00:00+00,509,AT MILEPOST 26.37: PERMANENT RECORDER D14,Bothways,509,,,2.20000005,0.769999981,0.0500000007,58000,31.1700001,{D153E6B0-6694-490D-A8A1-390BB720197C},2022
